"Debat Perdana Capres, Komnas HAM Berharap Bahas Indeks Demokrasi dan Penuntasan Pelanggaran HAM","Debat perdana calon presiden dan calon wakil presiden dalam Pemilihan Presiden (Pilpres)2024 digelar hari ini, Selasa (12/12/2023). Komisi Nasional Hak Asasi Manusia (Komnas HAM) RI berharap dalam debat capres kali ini bisa membuktikan para calon untuk serius menangani isu HAM. Komisioner Komnas HAM Pramono Ubaid Tanthowi berharap agar isu HAM tak lagi jadi isu lima tahunan semata dan dilupakan setelah debat Pilpres usai. “Isu HAM jangan hanya isu politik lima tahunan. Kita ingin isu HAM menjadi perbincangan baik di tingkat elite maupun publik. Sehingga publik menangkap isu ini dan menjadikannya sebagai salah satu pertimbangan sebelum menjatuhkan pilihannya dalam Pemilu nanti.” ujar Pramono dalam keterangan tertulis, Selasa (12/12/2023). Pramono juga menyebut, ada empat isu krusial terkait HAM yang harusnya dibahas dalam debat nanti. Pertama terkait indeks demokrasi di Indonesia yang menurut beberapa tahun ini terakhir yang disebabkan menyempitnya ruang kebebasan sipil. Sebab itu, Pramono berpandangan penting untuk mendalami bagaimana komitmen setiap Paslon untuk menjamin tidak terjadi pengekangan atas kebebasan sipil, baik karena kriminalisasi, persekusi, intoleransi maupun diskriminasi. ""Kedua, publik juga perlu memastikan strategi pembangunan yang akan dijalankan pemimpin ke depan tetap sejalan dengan prinsip HAM. Misalnya bagaimana investasi dan infrastruktur tidak memberi dampak buruk pada pelanggaran HAM, baik terhadap lingkungan, masyarakat adat, pekerja, maupun kelompok rentan lain,"" ucap Pramono. Isu ketiga, terkait bagaimana pelanggaran HAM masa lalu ditangani. Pramono menilai, isu ini terus muncul setiap Pemilu, namun tidak pernah mendapat penuntasan karena hanya menjadi alat politik. ""Karena itu patut dibahas bagaimana komitmen setiap Paslon untuk menuntaskan pelanggaran HAM masa lalu, baik secara non-yudisial maupun secara yudisial,"" tuturnya. Terakhir, terkait penguatan lembaga HAM di Indonesia seperti Komnas HAM, LPSK, Komnas Perempuan, KPAI, dan Komisi Nasional Disabilitas. ""Karena itu penting untuk memastikan bahwa Paslon berkomitmen agar lembaga-lembaga HAM ini diperkuat, jangan sampai dilemahkan,"" ucapnya. Diketahui, debat perdana pemilihan presiden (Pilpres) 2024 yang digelar Selasa, 12 Desember 2023, adalah debat khusus capres. Tema debat perdana adalah hukum, hak asasi manusia, pemerintahan, pemberantasan Korupsi, dan penguatan demokrasi. Debat perdana capres tersebut akan digelar di gedung KPU RI pada pukul 19.00 WIB."
Menpora Hadiri Nobar Debat yang Diselenggarakan detikcom & Total Politik,"Jakarta - detikcom bersama Total Politik menyelenggarakan nonton bareng (nobar) Debat Calon Presiden (Capres) ke-3 yang di Wisma Kementerian Pemuda dan Olahraga (Kemenpora). Dalam acara tersebut turut dihadiri sejumlah tokoh seperti Menpora Dito Ariotedjo dan tokoh nasional lainnya.""Terima kasih senior-senior yang terhormat terima kasih sudah pada hadir, kanda-kanda senior, yang paling senior Opung (Panda Nababan) dan yang paling muda Arie dan juga para penonton, ada yang netral ada juga pendukung masing-masing calon,"" kata Dito dalam keterangannya, Minggu (7/1/2024).Adu Perspektif Spesial Debat Pilpres 2024 dipandu oleh duo host Total Politik Budi Adiputro dan Arie Putra. Ada perwakilan dari tiga kubu capres-cawapres hingga pakar yang hadir. Mereka adalah politikus NasDem Effendy Choirie, politikus Gerindra Fadli Zon dan politikus senior PDIP, Panda Nababan. Hadir pula Direktur Eksekutif Parameter Politik Indonesia (PPI) Adi Prayitno. Nobar ini terbuka untuk umum yang dihadiri berbagai kalangan masyarakat dan pendukung para kubu pasangan calon (paslon) capres-cawapres. Acara ini juga didukung oleh Bodrex, Le minerale, Paramex dan Teh Pucuk.Sebagai informasi, debat ketiga Pilpres 2024 ini digelar di Istora Senayan pada Minggu (7/1), pukul 19.00 WIB malam. Tema debat capres adalah pertahanan, keamanan, hubungan internasional, globalisasi, geopolitik dan politik luar negeri.Debat capres kali ini dipandu oleh moderator Ariyo Ardi dan Anisha Dasuki. Sebanyak 11 pakar dari bidang-bidang terkait tema debat dipilih sebagai panelis untuk menyusun pertanyaan. Simak Video ""Prabowo ke Anies: Belajar Ekonomi Lagi"" [Gambas:Video 20detik] (ncm/ncm)"
Bakal Cawapres Prabowo Diharapkan Diumumkan dalam Hitungan Jam Usai Rapat Ketum Parpol Koalisi,"Sekretaris Jenderal (Sekjen) Partai Gerindra Ahmad Muzani mengatakan, bakal cawapres yang akan mendampingi Ketua Umum Partai Gerindra, Prabowo Subianto, bakal diumumkan dalam hitungan jam usai para ketua umum (ketum) partai politik (parpol) Koalisi Indonesia Maju menggelar rapat. Dalam waktu dekat, para ketum parpol koalisi pengusung Prabowo tersebut akan mematangkan nama bakal cawapres. ""Mudah-mudahan (pengumumannya) bukan 1-2 hari (setelah rapat), (hitungan) jam lah mudah-mudahan,"" ujar Muzani saat ditemui di Jalan Sriwijaya I, Jakarta Selatan, Rabu (18/10/2023) malam. Muzani menjelaskan, rapat itu menunggu semua ketum parpol Koalisi Indonesia Maju berada di Jakarta. Diketahui, Ketua Umum PAN Zulkifli Hasan (Zulhas) masih berada di China karena mendampingi Presiden Joko Widodo (Jokowi). Zulhas baru kembali ke Jakarta pada Jumat (20/10/2023) siang besok. ""Keputusan untuk menentukan bakal calon wakil presiden nanti akan dibicarakan secara bersama-sama oleh majelis ketua umum. Kapan majelis ketua umum itu akan rapat? Nanti setelah ketua umum berada di Jakarta seluruhnya,"" tuturnya. ""Ya pokoknya kalau sudah di Jakarta semuanya kita akan cari waktu yang disepakati untuk mengadakan rapat koalisi,"" sambung Muzani. Meski demikian, Muzani enggan membeberkan kapan rapat koalisi untuk mematangkan cawapres Prabowo itu bakal diselenggarakan. Terkait nama putra Presiden Joko Widodo (Jokowi), Gibran Rakabuming Raka, yang santer disebut-sebut menjadi cawapres Prabowo, Muzani menyebut memang banyak yang mendoakan Gibran. ""Banyak yang mendoakan, banyak yang menyebutkan,"" imbuhnya. Kisi-kisi bakal cawapres Prabowo Muzani membocorkan kisi-kisi cawapres yang akan mendampingi Ketua Umum Partai Gerindra Prabowo Subianto pada Pilpres 2024 mendatang. Muzani memilih untuk membeberkan kisi-kisi cawapres Prabowo melalui pantun. Pantun pertama, Muzani mengindikasikan cawapres Prabowo berasal dari kalangan anak muda. ""Saya cuma mau memberi isyarat kisi-kisi cawapres Pak Prabowo hanya dengan dua pantun,"" ujar Muzani saat ditemui di Jalan Sriwijaya I, Jakarta Selatan, Rabu (18/10/2023) malam. ""Indonesia negeri yang kaya. Penduduknya berjuta-juta Kita ingin Indonesia jaya. Prabowo dan anak muda jawabannya,"" sambungnya. Lalu, di pantun yang kedua, Muzani menyampaikan bahwa sosok cawapres Prabowo adalah orang yang berpengalaman di pemerintahan. Dia memastikan cawapres Prabowo segera diumumkan. ""Beli pisang sambil sepedahan. Pulangnya mampir Stasiun Balapan. Cawapres Prabowo akan segera diumumkan. Dia sosok berpengalaman di pemerintahan,"" imbuh Muzani."
FX Rudy Minta Gibran Buat Surat Pengunduran Diri dan Kembalikan KTA PDIP,"Jakarta - Ketua DPC PDIP Kota Solo FX Hadi Rudyatmo menyoroti Wali Kota Solo Gibran Rakabuming Raka yang resmi mendaftar ke KPU sebagai cawapres Prabowo Subianto. Dia memberikan selamat dan meminta agar Gibran segera mengembalikan Kartu Tanda Anggota (KTA) PDIP.""Ya saya selaku ketua DPC tentunya mengucapkan selamat Mas Gibran sudah bisa mendaftar sebagai calon wakil presiden sehingga doa saya pasti positif selamat dan sukses,"" kata Rudy dilansir detikJateng, Rabu (25/10/2023).Rudy berharap Gibran segera memberikan kejelasan terhadap statusnya sebagai kader PDIP. Rudy mengaku tidak ingin ada spekulasi negatif dari masyarakat yang tertuju kepada Ketum PDIP Megawati Soekarnoputri. ""Harapan juga saya sampaikan ke Mas Gibran jangan sampai ada penilaian-penilaian Ketua Umum saya bermain di dua kaki, kami sangat memberikan pesan kepada Mas Gibran dengan sangat santun,"" ucapnya.Menurutnya, bisa mendaftarnya Gibran sebagai cawapres tidak terlepas dari peran Megawati yang telah memberikan rekomendasi sebagai Calon Wali Kota pada Pilkada 2020. Dengan terpilihnya Gibran menjadi Wali Kota itu lah yang dinilai bisa membuat Gibran maju sebagai cawapres.""Karena sudah diberi kesempatan Bu Mega menjadi wali kota dan itu bagian dari persyaratan keputusan MK. Menjadi kepala daerah jadi dengan sangat hormat saya berharap Mas Gibran beranilah membuat surat pengunduran diri dan mengembalikan KTA ke DPC PDIP,"" pungkasnya.Simak berita selengkapnya di sini.Simak Video 'Puan: Gibran Nggak Mengundurkan Diri, Hanya Pamit Jadi Cawapres': [Gambas:Video 20detik] (dwia/aud)"
Prabowo-Gibran Ditetapkan sebagai Pemenang Pilpres 2024,"Komisi Pemilihan Umum (KPU) RI menetapkan pasangan calon presiden dan calon wakil presiden (capres-cawapres) nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka sebagai pemenang Pemilu Presiden (Pilpres) 2024. Penetapan dilakukan setelah rekapitulasi hasil penghitungan dan perolehan suara tingkat nasional dinyatakan selesai pada Rabu (20/3/2024) pukul 22.19 WIB. Rekapitulasi meliputi perolehan suara di 38 provinsi dan 128 wilayah luar negeri. Prabowo-Gibran dinyatakan menang atas dua pasangan calon lainnya dengan selisih cukup jauh. Paslon nomor urut 2 ini dinyatakan memperoleh 96.214.691 suara atau sekitar 58,58 persen dari seluruh suara sah nasional. Sementara itu, pasangan capres-cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar mengantongi 40.971.906 suara atau sekitar 24,95 persen dari seluruh suara sah nasional dan capres-cawapres nomor urut 3 Ganjar Pranowo-Mahfud MD mengoleksi 27.040.878 suara atau sekitar 16,47 persen dari seluruh suara sah nasional. Dengan hasil ini, Prabowo-Gibran di atas kertas memenangi Pilpres 2024 satu putaran. Sebagai informasi, dari hasil rekapitulasi, jumlah suara sah 164.227.475 suara. Hasil Pilpres 2024 ini dituangkan KPU RI dalam Keputusan Nomor 360 Tahun 2024. ""Memutuskan, menetapkan Keputusan KPU tentang Penetapan Hasil Pemilihan Umum Presiden dan Wakil Presiden, anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, Dewan Perwakilan Rakyat Daerah Provinsi, dan Dewan Perwakilan Rakyat Daerah Kabupaten/Kota secara nasional dalam Pemilihan Umum Tahun 2024,"" kata Ketua KPU RI Hasyim Asy'ari di kantor KPU RI, Menteng, Jakarta Pusat. Pengumuman hasil Pemilu 2024 turut dihadiri oleh Menteri Dalam Negeri (Mendagri) Tito Karnavian, Menteri Koordinator Politik, Hukum, dan Hak Asasi Manusia (Menko Polhukam) Hadi Tjahjanto, Kepala Badan Intelijen Negara (BIN) Budi Gunawan, serta jajaran Badan Pengawas Pemilu (Bawaslu) RI."
"Ganjar: Kita Harus Jaga Demokrasi, Lawan Politik Dinasti","Calon presiden nomor urut 2 Prabowo Subianto menegaskan menjadi presiden untuk seluruh rakyat Indonesia tanpa terkecuali, jika mendapat mandat dari rakyat di tahun 2024 ini. Prabowo menyebutkan, dia akan tetap memimpin orang-orang yang tidak percaya dengannya. Hal tersebut Prabowo sampaikan dalam debat capres kelima di JCC, Senayan, Jakarta, Minggu (4/2/2024). ""Manakala Prabowo-Gibran dan Koalisi Indonesia Maju, atas izin Tuhan Yang Maha Besar, Yang Maha Esa, menerima mandat dari rakyat, kita akan jadi pemimpin nasional untuk seluruh rakyat Indonesia,"" ujar Prabowo. ""Saya akan jadi presiden untuk seluruh rakyat Indonesia termasuk yang tidak memilih saya. Dan termasuk yang tidak percaya sama saya,"" sambungnya. Prabowo menjelaskan, ia akan tetap berjuang untuk seluruh rakyat Indonesia. Dia ingin menghapus kemiskinan dan kelaparan dari Indonesia. ""Kami bertekad menghilangkan kelaparan dan kurang gizi bagi rakyat Indonesia. Kami bertekad mengurangi angka kematian ibu-ibu yang sedang melahirkan. Kami berjuang untuk menghilangkan korupsi dari bumi Indonesia. Kami berjuang untuk perdamaian bagi rakyat Indonesia dan bangsa Indonesia,"" imbuh Prabowo."
"Para Kades di Temanggung Ikut Rakor Pemenangan Prabowo, Apa Kata Bawaslu?","JAKARTA, KOMPAS.com - Sekretaris Tim Kampanye Nasional (TKN) Prabowo-Gibran, Nusron Wahid membenarkan bahwa mantan Menteri Kesehatan (Menkes) Terawan Agus Putranto resmi mendukung pasangan calon presiden dan calon wakil presiden (capres-cawapres) nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka. Hal ini diungkapkan Nusron usai ajang debat kelima pemilihan presiden (Pilpres) di Jakarta Covention Center (JCC) Senayan, Jakarta, Minggu (4/2/2024). ""Ya Pak Terawan mendukung kami,"" kata Nusron saat dikonfirmasi di JCC. Namun, menurut Nusron, Terawan tidak tergabung jajaran TKN. KOMPAS.com / VITORIO MANTALEAN Sejumlah wajah baru tampak menghiasi barisan pendukung calon presiden nomor urut 2, Prabowo Subianto, dalam debat pamungkas. Pantauan Kompas.com, beberapa wajah baru itu tak masuk ke dalam struktur Tim Kampanye Nasional (TKN) Prabowo-Gibran. Ada eks Menteri Kesehatan, Terawan Agus Putranto, di barisan tersebut. Ia duduk didampingi eks Kepala Staf Angkatan Darat (KSAD, Dudung Abdurrachman. Di barisan yang duduk tepat di belakang Prabowo itu, hadir pula Menteri Komunikasi dan Informatika, Budi Arie Setiadi, yang juga merupakan Ketua Umum Projo (Relawan Pro Jokowi). Terawan disebut hanya mendukung gagasan dari Prabowo-Gibran. ""Ya pokoknya mendukung lah. Yang mendukung kan enggak harus ditempatkan,"" ujar Nusron. Diketahui, Terawan Agus Putranto terlihat hadir di lokasi debat kelima Pilpres di JCC Senayan, Minggu. Kedatangan Terawan terpantau saat dokter spesialis radiologi itu mengantre untuk masuk ke dalam ruangan debat pilpres sebelum acara dimulai. Terawan tampak menggunakan jaket warna biru muda dan celana hitam dan berkumpul dengan para pendukung Prabowo-Gibran yang memakai jaket warna senada. Awak media yang mengenali Terawan pun langsung memanggilnya. ""Pak Terawan, Pak Terawan,"" panggil wartawan. Terawan pun tersenyum dan melambaikan tangan kanannya kepada awak media. Tak lama kemudian, dokter kepresidenan kepercayaan Presiden Joko Widodo (Jokowi) itu masuk ke ruangan debat pilpres. Selain Terawan, tampak hadir pula mantan Kepala Staf Angkatan Darat (KSAD) Jenderal (Purn) Dudung Abdurrachman yang juga memakai jaket warna biru muda. Untuk diketahui, salah satu tema yang diangkat dalam debat kelima Pilpres adalah kesehatan."
"Deretan Caleg DKI Jakarta Lolos ke Senayan: Menteri Jokowi, Keponakan Prabowo, hingga Artis","Sejumlah nama populer yang mencalonkan diri sebagai anggota legislatif (caleg) provinsi DKI Jakarta pada Pemilu 2024 diprediksi lolos ke Senayan mengamankan kursi anggota Dewan Perwakilan Rakyat (DPR) RI. Nama-nama itu, mulai dari menteri, petahana, elite partai politik, kerabat pejabat, hingga selebritas Tanah Air. DKI Jakarta sendiri terdiri dari tiga daerah pemilihan (dapil). Dapil DKI Jakarta I meliputi Jakarta Timur. Lalu, DKI Jakarta II mencakup Jakarta Pusat, Jakarta Selatan, dan konstituen warga negara Indonesia (WNI) di luar negeri. Sedangkan dapil DKI Jakarta III terdiri dari Jakarta Barat, Jakarta Utara, dan Kabupaten Kepulauan Seribu. Di dapil DKI Jakarta I, ada nama Wakil Ketua Umum Partai Gerindra Habiburokhman yang dipastikan kembali mengamankan kursi anggota dewan. Wakil Ketua Komisi III DPR RI ini mendulang 96.914 suara. Ada pula sosok Ketua Dewan Pimpinan Pusat (DPP) Partai Keadilan Sejahtera (PKS) sekaligus anggota Komisi II DPR RI Mardani Ali Sera. Mengantongi 176.584 suara, Mardani menjadi caleg dengan perolehan suara tertinggi di dapil DKI Jakarta I. Lalu, Ketua Dewan Pimpinan Wilayah (DPW) Partai Amanat Nasional (PAN) DKI Jakarta, Eko Hendro Purnomo alias Eko Patrio, juga diprediksi kembali ke parlemen. Anggota Komisi VI DPR RI itu meraup 93.673 suara. Sementara, di dapil DKI Jakarta II, Wakil Ketua Majelis Permusyawaratan (MPR) RI Hidayat Nur Wahid mendulang suara tertinggi sebesar 227.974 suara. Wakil Ketua Majelis Syuro Partai Keadilan Sejahtera (PKS) ini pun dipastikan melenggang ke Senayan. Dari dapil yang sama, Menteri Ketenagakerjaan (Menaker) Kabinet Indonesia Maju Ida Fauziyah juga diprediksi masuk ke parlemen. Politikus Partai Kebangkitan Bangsa (PKB) itu mengamankan 76.092 suara. Lalu, ada dua pendatang baru dari kalangan selebritas Tanah Air. Keduanya, yakni, musisi Once Mekel yang meraih 60.623 suara lewat PDI Perjuangan dan presenter Uya Kuya yang mendapat 81.463 suara lewat PAN. Selanjutnya, di dapil DKI Jakarta III, keponakan Ketua Umum Partai Gerindra Prabowo Subianto, Rahayu Saraswati Djojohadikusumo, diprediksi melaju ke kursi DPR RI dengan perolehan 52.932 suara. Bendahara Umum Partai Nasdem sekaligus Wakil Ketua Komisi III DPR RI Ahmad Sahroni yang mendapat 163.292 suara juga dipastikan mengamankan kursi anggota dewan. Selain itu, vokalis grup musik Ungu, Sigit Purnomo alias Pasha, juga diperkirakan masuk ke parlemen. Mencalonkan diri lewat PAN, mantan Wali Kota Palu itu meraih 50.222 suara. Berikut caleg di provinsi DKI Jakarta yang diprediksi lolos ke parlemen menurut penghitungan metode konversi suara Sainte Lague: DKI Jakarta I PKB"
Kantor KPU Steril Jelang Pendaftaran Anies-Muhaimin dan Ganjar-Mahfud,"Kantor Komisi Pemilihan Umum (KPU) RI di Jalan Imam Bonjol, Jakarta Pusat, steril menjelang pendaftaran bakal calon presiden dan wakil presiden (capres-cawapres), Kamis (19/10/2023) pagi. Pantauan Kompas.com, penjagaan di gerbang KPU RI sangat ketat oleh jajaran pamdal Jagat Saksana dan sejumlah polisi. Hanya orang-orang berkartu identitas yang dapat masuk ke halaman KPU RI. Sementara itu, tak seorang pun diizinkan masuk ke Kantor KPU RI selain staf KPU. Sebelumnya, Ketua KPU RI Hasyim Asy'ari memastikan bahwa pihaknya sudah menyiapkan protokol menghadapi lautan massa pendukung bakal capres-cawapres yang mendaftar pada hari ini. ""KPU sudah berkoordinasi dengan kepolisian, dengan masing-masing tim pasangan calon, batasan-batasan yang diberlakukan, ketentuan yang diberlakukan sudah kami komunikasikan,"" kata Hasyim kepada wartawan di RSPAD Gatot Soebroto, kemarin.Menurut dia, KPU RI hanya membolehkan 200 orang yang sebelumnya sudah didaftarkan masuk ke halaman. Di halaman, KPU RI sudah menyiapkan tribune, layar lebar, dan area beserta podium untuk pidato bakal capres-cawapres. Sementara itu, hanya 30 orang perwakilan partai politik pengusung beserta kandidat capres-cawapres yang diperbolehkan naik ke ruang pendaftaran di lantai 2. ""Kalau yang di luar kantor KPU kan menjadi urusan publik ya. Ada pihak lain yang punya kewenangan untuk itu, mengatur jalan, lalu lintas, keamanan, kan ada pihak yang mengatur. Kami sudah koordinasi untuk itu,"" ucap Hasyim. Hari ini, KPU RI dijadwalkan menerima dua pendaftaran bakal capres-cawapres. Pertama, pukul 08.00, Anies Baswedan-Muhaimin Iskandar dari Koalisi Perubahan yang digawangi oleh Partai Nasdem, PKS, dan PKB. Kedua, pukul 11.00, Ganjar Pranowo-Mahfud MD yang diusung oleh PDI-P, PPP, Perindo, dan Partai Hanura. Para bakal capres-cawapres beserta jajaran partai politik pengusung dipersilakan naik ke ruang pendaftaran untuk seremoni penyerahan berkas persyaratan pendaftaran ke jajaran pimpinan KPU RI. Setelahnya, mereka akan menggelar jumpa pers dan berpidato di area yang sudah disediakan. Pantauan Kompas.com hingga pagi ini, para pendukung Anies-Muhaimin dari berbagai unsur sudah menyemut ke Jalan Imam Bonjol yang disterilkan polisi dari kendaraan. Mereka memboyong berbagai atribut dan panji-panji kebesaran partai politik dan organisasi masing-masing. Sementara itu, massa pendukung Ganjar-Mahfud terpantau sudah mulai ramai berkumpul di sekitar Tugu Proklamasi, dengan puluhan bus yang tdiparkir di sekitarnya."
"Gibran: Jangan Bully Pendukung Paslon 1 dan 3, Kita Semua Bersaudara","Jakarta - Cawapres nomor urut 02 Gibran Rakabuming Raka menyampaikan pidato politiknya setelah unggul di quick count sejumlah lembaga. Gibran menyampaikan sejumlah pesan kepada para pendukungnya.Dalam pidatonya, Gibran meminta pendukungnya tidak boleh jemawa atas kemenangan sementara berdasarkan quick count. Dia juga menyerukan agar pendukungnya tidak mem-bully pendukung paslon 01 dan 03.""Sekali lagi, Bapak-Ibu, jangan jumawa, tidak perlu mem-bully, menjelek-jelekkan pasangan lain atau pendukung dari paslon 1 dan 3. Kita semua bersaudara,"" kata Gibran dalam pidatonya di Istora Senayan, Jakarta, Rabu (14/2/2024). Gibran menyampaikan pidatonya didampingi oleh capresnya, Prabowo Subianto. Dia mengungkap ingin segera bersilaturahmi kepada pasangan Anies Baswedan-Muhaimin Iskandar (Cak Imin) dan Ganjar Pranowo-Mahfud Md.""Secara pribadi ingin segera sowan ke paslon nomor 1, paslon nomor 3. Karena kita semua bersaudara, kita semua bersaudara,"" imbuhnya. (fas/dhn)"
Politikus Golkar: Aura Kemenangan Prabowo-Gibran di Depan Mata,"Jakarta - Politikus Golkar Maman Abdurrahman berterima kasih atas antusiasme pendukung bakal pasangan calon presiden Prabowo Subianto dan bakal calon wakil presiden Gibran Rakabuming Raka yang ikut mengiringi pendaftaran ke KPU RI. Maman menilai aura kemenangan Prabowo-Gibran sudah di depan mata.""Kami meyakini aura kemenangan untuk Pak Prabowo dan Gibran sudah luar biasa di depan mata,"" ujar Maman di kantor KPU, Menteng, Jakarta Pusat, Rabu (25/10/2023).""InsyaAllah sekarang kita tinggal melakukan kerja-kerja politik, kerja-kerja cerdas dan kerja-kerja yang santun tentunya di dalam menggalang dukungan maupun simpati masyarakat di seluruh Indonesia,"" katanya. Dia mengatakan ada hal yang penting untuk dilakukan oleh para pendukung Prabowo-Gibran dalam kurun waktu 3 sampai 4 bulan ke depan. Yaitu, lanjut dia, memaksimalkan jumlah suara untuk bapaslon yang diusung.""Namun yang paling terpenting adalah tugas kami selama kurang lebih 4 bulan efektif 3 bulan ini adalah terus memaksimalkan menaikkan suara dukungan untuk Pak Prabowo dan Mas Gibran,"" paparnya.Maman menilai pasangan Prabowo-Gibran saling melengkapi. Dia mengatakan Prabowo merupakan sosok yang kuat dan tegas, sedangkan Gibran ialah anak muda yang memiliki pemikiran progresif.""Ini adalah pasti nantinya akan terjadi perpaduan program yang relatif akan berbeda dengan kandidat lainnya. Kalau yang lainnya tidak ada figur muda, kalau hari ini cawapres kita punya figur muda tentu secara pemikiran juga dan era itu pasti sangat berbeda,"" tuturnya.""Jadi pasti terobosan-terobosan program akan jauh berbeda dan sifatnya akan lebih futuristik dan lebih ke depan untuk kemajuan Indonesia,"" imbuh dia.Diketahui, Prabowo-Gibran resmi mendaftarkan diri sebagai capres-cawapres ke KPU RI. Berkas pendaftaran mereka pun dinyatakan lengkap. (amw/aud)"
"Debat Gibran, Mahfud Ungkit Pertanyaan Prabowo ke Jokowi di 2019 soal Impor","Jakarta - Calon wakil presiden nomor urut 3 Mahfud Md mengungkit pertanyaan Prabowo Subianto ke Presiden Joko Widodo pada debat Pilpres 2019. Pertanyaan itu terkait soal impor bahan pangan.Hal tersebut disampaikan Mahfud saat bertanya ke Cawapres nomor urut 2 Gibran Rakabuming Raka di dalam debat keempat Pilpres 2024, Minggu (21/1/2024). Mahfud mengatakan pada debat Pilpres 2019 itu, Prabowo mengungkit janji Jokowi yang tak ingin mengimpor komoditas pangan.""Saudara, pada 17 Februari 2019 dalam sebuah debat calon presiden, itu Pak Prabowo mengatakan bahwa Pak Jokowi menyampaikan tidak akan mengimpor komoditas-komoditas pangan jika nanti terpilih Presiden, ternyata kata Pak Prabowo ini, 4 tahun memimpin Pak Jokowi masih mengimpor dan itu merugikan banyak petani. Nanti dicek ya bahwa itu pertanyaan Pak Prabowo ke Pak Jokowi saat itu,"" ucap Mahfud di JCC. Dia kemudian menyebut impor pangan terus terjadi hingga periode kedua Jokowi. Dia kemudian bertanya apa solusi Gibran untuk mengatasi persoalan itu.""Tapi sampai saat ini kita masih mengimpor banyak bahkan semakin banyak mafianya impor mengimpor bahan pangan. Nah itu lah, apa usul anda untuk menyelesaikan masalah 5 tahun lalu ini?"" tanya Mahfud. (haf/gbr)"
Aliansi Mahasiswa dan Milenial Deklarasikan Dukungan ke Prabowo-Gibran,"Jakarta - Aliansi Mahasiswa dan Milenial untuk Indonesia (AMMI) mendeklarasikan dukungan terhadap Calon Presiden dan Calon Wakil Presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka. Dukungan ini diberikan melalui JW Movement for Prabowo-Gibran yang didirikan oleh Wiranto.Deklarasi dukungan ini diketahui dilakukan di Posko Pemenangan JW Movement for Prabowo-Gibran di Jl. Talang Betutu, Jakarta, Jumat (22/12/2023). Diketahui, AMMI merupakan organisasi relawan pendukung Joko Widodo (Jokowi)-Ma'ruf Amin sejak Pilpres 2019 yang terus mengawal dan mendukung pemerintahannya hingga saat ini.Ketua Umum AMMI, Nurkhasanah menyampaikan bahwa AMMI beranggotakan aktivis dari berbagai universitas maupun milenial. Menurut Nurkhasanah, Presiden Jokowi telah sukses memimpin Indonesia berada pada jalur yang tepat menuju Indonesia Maju. Untuk itu pihaknya meyakini, Indonesia harus dipimpin sosok yang dapat meneruskan pembangunan saat ini. ""Untuk itu, kami menyakini hanya pasangan Prabowo-Gibran satu-satunya kandidat yang bisa meneruskan kebijakan dan pembangunan pemerintahan Jokowi-Ma'ruf menuju Indonesia Emas 2045,"" ujar Nurkhasanah.Ia juga menyampaikan alasan pihaknya mendeklarasikan dukungan kepada Prabowo-Gibran melalui JW Movement for Prabowo-Gibran yang diketuai oleh Wiranto tersebut.""Kami mendeklarasikan diri mendukung calon presiden dan calon wakil presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka melalui JW Movement for Prabowo-Gibran karena kami meyakini peran Bapak Jenderal TNI (Purn) Wiranto sebagai tokoh bangsa mampu menyalurkan aspirasi kami kepada Prabowo-Gibran,"" tuturnya.Sementara itu, Wiranto mengaku senang menerima AMMI yang menyatakan dukungan ke Prabowo-Gibran. Menurutnya hal itu merupakan sebuah kejutan karena JW Movement sudah menyuarakan hal yang sama dan sudah menghimpun 21 organisasi.""Saya sangat senang dan sangat terharu, dalam acara siang ini setelah sholat Jum'at saya diminta untuk menerima saudara-saudara sekalian dari Aliansi Mahasiswa dan Milenial untuk Indonesia (AMMI) yang menyatakan diri dan bersepakat untuk mendukung calon presiden dan calon wakil presiden Prabowo dan Gibran,"" ujar Wiranto dalam arahannya.""Itu sangat senang dan suka cita dan dengan penuh kegembiraan tentu kami terima. Dan saat ini pula maka AMMI menjadi bagian dari JW Movement for Prabowo-Gibran,"" sambungnya. (dwia/dwia)"
