Title,Text
Prabowo dan Gibran Gelar Deklarasi Akbar untuk Menangkan Anies,"Hasil periksa fakta Agnes Amungkasari.Konten yang dimanipulasi. Tidak ada informasi valid yang mendukung klaim bahwa Prabowo dan Gibran menggelar deklarasi akbar untuk memberikan dukungan kepada Anies Baswedan.  (Youtube) “Tak disangka-sangka !! Akhirnya Gibran dan Prabowo gelar deklarasi Akbar untuk menangkan anies 2024”Kanal Youtube GARUDA POLITIK mengunggah video dengan klaim Prabowo Subianto dan Gibran Rakabuming Raka menggelar acara deklarasi akbar untuk mendukung kemenangan Anies Baswedan pada Pilpres 2024.Namun setelah menonton keseluruhan video, tidak ada informasi yang menjelaskan klaim tersebut. Cuplikan yang ditampilkan dalam video adalah momen deklarasi Gibran sebagai bakal calon wakil presiden yang dilaksanakan pada 25 Oktober 2023. Sedangkan narasi yang dibacakan dalam video adalah artikel JPNN dengan judul “Srikandi Nasionalis Pendukung Anies Deklarasikan Dukungan untuk Pasangan AMIN.”Selain itu, gambar pratinjau yang ditampilkan dalam video juga dipastikan merupakan hasil manipulasi. Foto aslinya diambil pada momen yang sama, yaitu pada deklarasi Prabowo-Gibran yang dilakukan sebelum pendaftaran pasangan ini ke KPU."
PJ GUBERNUR JATENG BERADA DI BARISAN TKN PRABOWO GIBRAN,"Hasil Periksa Fakta Gabriela NauliFaktanya, keberadaan dari PJ Gubernur Jateng, Nana Sudjana, dalam menyambut Prabowo di bandara bersama anggota TKN Prabowo-Gibran, semata-mata hanya sebagai bentuk penghormatan terhadap kehadiran menteri ke wilayah pemerintahannya.Selengkapnya ada di penjelasan. TWITTER PJ GUBERNUR JATENG DI BARISAN TKN PRABOWO-GIBRAN”Sebuah unggahan beredar melalui media sosial X/Twitter, video dari PJ Gubernur Jateng, Nana Sudjana, yang terlihat berada di antara barisan pendukung Prabowo-Gibran. Video yang diunggah oleh akun bernama @AbunawasReturn ini, memperlihatkan Nana yang turut ikut menyambut kedatangan Prabowo di bandara Ahmad Yani. Tampak bahwa setelah keluar dari pesawat, Prabowo terlebih dahulu menghampiri dan bersalaman dengan PJ Gubernur Jateng tersebut. Di dalam video ini pun ditambahkan sebuah narasi yang mempertanyakan mengapa PJ Gubernur Jateng yang sementara ini sedang menjabat sebagai kepala daerah, turut ikut bergabung dengan barisan Tim Kampanye Nasional (TKN) dari Prabowo-Gibran.Setelah melakukan penelusuran terhadap spekulasi yang tengah beredar menyangkut PJ Gubernur Jateng, ditemukan sebuah klarifikasi dari pihak yang bersangkutan mengenai hal tersebut. Melansir dari artikel milik media Detik.com yang diterbitkan pada 21 Desember 2023 lalu, Nana Sudjana, yang kemudian akrab disapa Nana, menjelaskan bahwa penyambutan yang dilakukan olehnya terhadap kedatangan Prabowo, semata-mata hanya sebagai bentuk penghormatan terhadap Menteri Pertahanan yang datang ke Jawa Tengah.Menjemput ya, menjemput dan menerima dengan baik, jadi seluruh menteri atau pemerintahan pusat, dalam hal ini apakah kementerian atau lembaga, kami ketika ada kesempatan untuk menjemput, kami lakukan penjemputan itu. Kami itu suatu keharusan bagi kita sebagai pejabat di daerah, tentunya memberi penjemputan itu lumrah, hal yang biasa itu,” jelas Nana usai hadir acara di Patra Semarang, Kamis (21/12/2023).“Dan tidak hanya kepada pak Menteri Pertahanan, kami juga menjemput hampir semua menteri yang datang ke wilayah kami, tidak ada kepentingan apa-apa bagi kami,” imbuhnya.Nana dengan tegas menyatakan bahwa pihaknya tidak ada kaitannya dengan tim pemenangan pemilu, atau hal lain yang berkaitan dengan itu.“Kemarin kejadiannya di Bandara Lanumad, itu acaranya hanya penjemputan dan setelah penjemputan itu beliau melakukan kegiatan, kami pun melakukan kegiatan yang lain, kami tidak pernah melakukan kegiatan apalagi terkait masalah pemilu, itu tidak kami lakukan,” tegasnya.Jadi dapat disimpulkan, narasi yang menyebutkan tentang mengapa PJ Gubernur Jateng berada di barisan TKN Prabowo-Gibran, merupakan narasi yang keliru dan termasuk ke dalam kategori misleading content atau konten menyesatkan. abunawas return (@AbunawasReturn) December 21, 2023"
"Beban Utang Prabowo Subianto 7,6 Triliun","Hasil Periksa Fakta Dyah FebriyaniKlaim tersebut tidak benar. Dilansir dari katadata.co.id, tanggal rilis 2022-2023 hutang Prabowo Subianto adalah 8 miliar Rupiah. SAUDARAKU…!!!Satu satunya calon presiden yang memiliki beban hutang sebesar 7.6.T. hanya si bowo ini.BOWO MENTRI PESAWAT BEKAS”Sebuah akun Facebook mengklaim Prabowo Subianto memiliki beban utang 7,6 Triliun Rupiah. Unggahan itu menampilkan Prabowo menggunakan baju kotak-kotak biru serta jaket berwarna merah muda. Ditambahkan pula narasi yang mengklaim Prabowo Subianto satu-satunya Capres yang memiliki utang Triliunan. Pengunggah menghimbau untuk menolak Prabowo menjadi presiden dengan slogan “2024 tolak Bowo.”Faktanya, klaim terkait beban utang Prabowo Subianto adalah salah. Dilansir dari katadata.co.id, tanggal rilis 2022-2023 hutang Prabowo Subianto adalah 8 miliar Rupiah. Jumlah kekayaan Prabowo dikalkulasikan sebesar Rp2,03 triliun.Harta tersebut terdiri atas tanah dan bangunan Rp275,3 miliar; transportasi dan mesin Rp1,25 miliar; harta bergerak lainnya Rp16,4 miliar; surat berharga Rp1,7 triliun; kas dan setara kas Rp2,52 miliar; harta lainnya Rp45 miliar."
BALON UDARA BERGAMBAR GANJAR-MAHFUD BETERBANGAN DI MONAS,"Hasil periksa fakta Pekik Jalu Utomo.Video tersebut merupakan hasil rekayasa. Kepala Unit Pengelola Kawasan Monas memastikan tidak ada kegiatan penerbangan balon udara pada waktu tersebut.  (Instagram)Beredar video balon udara tadi malam terkait salah satu pasangan calon dan wakil presiden 2024 yaitu Ganjar Pranowo dan Mahfud Md yang terlihat mengelilingi Monumen Nasional atau Monas. Kalian juga sudah liat?Sebuah video menampilkan balon udara bergambar pasangan Ganjar Pranowo dan Mahfud MD beterbangan di kawasan Tugu Monas dan Tugu Monas menampilkan tulisan “GANJAR”, “MAHFUD”, “2024” beredar dari salah satu akun instagram dengan nama pengguna mood.jakarta pada 15 November 2023.Melansir kompas.com, Isa Sauri selaku Kepala Unit Pengelola Kawasan (UPK) Monas mengatakan bahwa video yang beredar di media sosial itu tidak benar dan tidak ada kegiatan penerbangan balon udara Ganjar-Mahfud di Monas pada waktu tersebut.Isa juga menjelaskan bahwa Monas termasuk salah satu objek vital nasional. Karena itu, setiap penggunaan benda terbang termasuk drone atau balon udara memerlukan rekomendasi dari Sekretariat Militer Presiden (Setmilpres).Dengan demikian, video balon udara bergambar Ganjar-Mahfud beterbangan di Monas yang beredar di media sosial adalah hoax dan termasuk ke dalam kategori konten palsu."
Ahok ditetapkan jadi pendamping Ganjar dalam Pemilu,"Pada akhir April 2023, unggahan video di YouTube mengklaim bahwa Basuki Tjahaja Purnama, atau sebelumnya akrab disapa Ahok, dipasangkan dengan Ganjar Pranowo sebagai calon wakil presiden dalam Pemilu 2024. Video berdurasi delapan menit itu telah mendapatkan respon berupa lebih dari 33 ribu penayangan dan 120 komentar, hingga Rabu (10/5). Gambar sampul pada unggahan 25 April 2023 itu menampilkan Ahok sedang menggunakan jas berwarna merah, yang seakan-akan dibantu Ketua Umum PDI Perjuangan Megawati Soekarnoputri. Sementara, Ganjar Pranowo tampak berada di kanan Ahok. Di belakang mereka, terlihat sejumlah jajaran petinggi partai berlambang banteng moncong putih itu, termasuk Ketua DPP PDI Perjuangan Puan Maharani. Berikut narasi yang turut disematkan dalam unggahan unggahan video tersebut: “PASANGAN GANJAR-AHOK MAJU DI 2024, SURYA PALOH DAN ANIES KETAR-KETIR MENDENGAR INI” Namun, benarkah Ganjar-Ahok telah resmi dipasangkan, pada akhir April 2023, sebagai capres dan cawapres dalam Pilpres 2024? Unggahan video hoaks yang menyatakan Ahok resmi menjadi bakal calon wakil presiden mendampingi Ganjar Pranowo. Faktanya, dalam video tersebut tidak terdapat informasi tersebut. (YouTube) ANTARA tidak menemukan pernyataan resmi bahwa Basuki Tjahaja Purnama akan mendampingi Ganjar Pranowo dalam Pilpres 2024, pada unggahan video YouTube itu. Video berdurasi delapan menit tersebut tidak menyebutkan nama Ahok, tapi hanya membicarakan Gubernur Jawa Tengah Ganjar Pranowo yang diusung Partai PDIP sebagai bakal calon presiden. Pada 30 April, Ketua Umum PDI Perjuangan Megawati Soekarnoputri menyatakan telah mengantongi 10 nama bakal calon wakil presiden yang akan dipilih untuk berpasangan dengan Ganjar Pranowo. Meskipun demikian, Megawati mengaku masih perlu waktu sebelum menentukan nama yang tepat sebagai pendamping Ganjar. “Ini kereta saya sudah banyak yang mau naik. Jadi tunggu saja. Banyak kok, saya punya di sini 10 atau berapa, nanti mengerucut sendiri oleh pikiran saya,” kata Ketua Umum PDI Perjuangan, seperti dilaporkan ANTARA. Ahok ditetapkan jadi pendamping Ganjar dalam Pemilu Hoaks"
"Erick Thohir Gantikan Gibran Cawapres, Putusan Jokowi Mutlak","Hasil periksa fakta Siti Lailatul FitriyahUnggahan video dengan judul yang mengklaim Erick gantikan Gibran sebagai Cawapres merupakan konten yang dimanipulasi. Faktanya, tidak ada bukti valid terkait hal tersebut. “GEMPAR SIANG INI || ERICK GANTIKAN GIBRAN CAWAPRES, PUTUSAN JOKOWI MUTLAK”Channel YouTube “SALURAN POLITIK” pada 22 Desember 2023 mengunggah video dengan klaim bahwa Erick gantikan Gibran sebagai Cawapres. Setelah dilakukan penelusuran tidak ada bukti terkait klaim tersebut.Setelah menonton keseluruhan dari isi video, tidak ditemukan informasi valid terkait klaim dalam narasi. Video tersebut hanya berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu. Dalam video tersebut membahas mengenai batasan umur capres dan cawapres yang kembali digugat. Penggugat adalah seorang mahasiswa bernama Saiful Salim. Ia meminta agar Gibran Rakabuming didiskualifikasi sebagai cawapres. Begitu pula Prabowo Subianto.Ternyata narator hanya membacakan narasi milik kilat.com yang berjudul “Gibran Rakabuming Didiskualifikasi Jadi Cawapres? Syarat Batas Usia Kembali Digugat ke MK”. Setelah ditelusuri lebih lanjut sebelumnya berita serupa telah banyak beredar di media sosial dan telah dikonfirmasi bahwa kabar Erick Thohir menggantikan Gibran sebagai Cawapres Prabowo adalah konten yang tidak benar. Sehingga dapat disimpulkan video unggahan di atas adalah konten yang dimanipulasi.[1]"
AHY Dilantik Menjadi Menkopolhukam Gantikan Mahfud MD,"Hasil periksa fakta Agnes Amungkasari.Tidak ada informasi valid yang menjelaskan pelantikan AHY sebagai Menkopolhukam. Foto pada gambar pratinjau dan narasi yang dibacakan dalam video tidak memiliki kaitan dengan klaim yang beredar.  (Youtube) “GEGER PAGI INI || AHY DILANTIK JADI MENKOPULHUKAM GANTIKAN MAHFUD MD”Kanal Youtube Kabar News mengunggah video dengan klaim Agus Harimurti Yudhoyono (AHY) resmi dilantik menjadi Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam) menggantikan Mahfud MD. Klaim ini didukung dengan gambar pratinjau yang menampilkan foto pertemuan AHY dengan Presiden Joko Widodo.Namun setelah ditelusuri, foto yang ditampilkan pada gambar pratinjau tersebut bukan merupakan foto kebersamaan AHY dengan Jokowi dalam rangka pelantikan AHY sebagai Menkopolhukam. Foto tersebut berasal dari unggahan akun Instagram AHY pada momen silaturahmi yang dilakukan AHY pada 6 Maret 2018 silam.Selain itu, narasi yang dibacakan pada video tidak menjelaskan mengenai klaim yang beredar. Narator hanya membacakan ulang artikel opini yang diunggah oleh Jaya Wijaya pada situs Seword. Artikel yang berjudul “Jokowi Angkat AHY Demi “Tampar” Mega- Paloh? Dendam Itu Gak Baik Pak Jokowi!!” ini membahas tentang isu penunjukkan AHY sebagai Menteri Pertanian pada reshuffle kabinet selanjutnya.Dari gambar pratinjau dan narasi yang ada pada video tersebut tidak memiliki kaitan dengan klaim pelantikan AHY menjadi Menkopolhukam. Sehingga video ini merupakan konten yang menyesatkan.–"
Surat Suara Paslon Prabowo Subianto Jadi Nomor Tiga yang Harusnya Nomor Dua,"Hasil Periksa Fakta Vinanda (Relawan Mafindo)Faktanya, surat suara dalam video tersebut bukanlah surat suara resmi yang dikeluarkan oleh KPU. Surat suara yang asli sebagaimana dilansir dari web RRI, paslon 01 memakai kemeja putih dan jas hitam, paslon 02 memakai kemeja biru, dan paslon 03 memakai kemeja hitam (Ganjar Pranowo) dan kemeja putih (Mahfud MD). Selain itu, kabar terkait surat suara ini telah dibantah oleh Komisioner KPU RI Idham Holik.KATEGORI: KONTEN TIRUANKetika sebuah  sumber asli ditiru.Akun Instagram @curentiveid    ( arsip) mengunggah sebuah video dengan narasi sebagai berikut:“Viral surat suara paslon Prabowo subianto jadi nomor tiga yang harusnya nomor dua”“Waduh bagaimana ini pak @bawasluri”Beredar sebuah unggahan video di media sosial yang memperlihatkan sebuah surat suara yang mana foto paslon 02 dan 03 tertukar. Video tersebut diunggah dengan klaim sebagaimana tertulis pada narasi.Setelah dilakukan penelusuran, ditemukan fakta bahwa surat suara tersebut bukan merupakan surat suara yang dikeluarkan secara resmi oleh KPU RI.Hal itu dapat dilihat dari pakaian yang dikenakan masing-masing paslon, yang sebagaimana dilansir dari web RRI, paslon 01 memakai kemeja putih dan jas hitam, paslon 02 memakai kemeja biru, dan paslon 03 memakai kemeja hitam (Ganjar Pranowo) dan kemeja putih (Mahfud MD).Selain itu, Komisioner KPU RI Idham Holik sebagaimana dikutip dari berita Merdekadotcom menyatakan bahwa surat suara yang beredar tersebut tidak benar. Ia mengatakan, semua surat suara yang dicetak KPU sudah sesuai dengan ketetapan nomor urut setiap paslon.“Jadi dengan demikian yang berbeda tersebut sangat tidak benar dan mengarah pada disinformasi,” jelasnya.Idham menegaskan, KPU tidak pernah mencetak atau memproduksi surat suara yang tidak sesuai Keputusan KPU tentang Peserta Pemilu Presiden dan Wakil Presiden.Dengan demikian, video yang beredar dengan klaim nomor urut paslon dalam surat suara yang tertukar, tidak benar.      (4)"
"Cek fakta, Prabowo klaim stroke dan jantung penyebab utama kematian","Jakarta (ANTARA/JACX) - Calon presiden nomor urut dua Prabowo Subianto mengatakan terdapat dua penyebab kematian utama yaitu stroke dan jantung terjadi karena di beberapa kabupaten karena tidak ada dokter spesialis. ""Jadi saya lebih ke arah solutif langsung dan cepat, masalah kesehatan di Indonesia adalah kurangnya dokter, kurang 140.000 dokter itu yang utama. Bayangkan kalau ada yang kena stroke atau jantung, dua sebab kematian di beberapa kabupaten tidak ada dokter spesialis jantung atau spesialis stroke. Dua, perlengkapan yang memadai CT Scan PET Scan, jarang ada di kabupaten. Ini harus kita atasi,” ujar Prabowo dalam debat kelima yang diselenggarakan oleh Komisi Pemilihan Umum (KPU) di Jakarta, Ahad. Benarkah klaim tersebut? Penjelasan Dosen Departemen Biostatistik, Epidemiologi, dan Kesehatan Populasi FK-KMK Universitas Gadjah Mada, Anis Fuad, mengatakan penyakit stroke dan jantung merupakan salah satu penyebab kematian utama di Indonesia. “Namun demikian ketersediaan dokter spesialis, sarana, prasarana dan alkes untuk diagnostik dan penanganan penyakit jantung yang tidak merata menjadi salah satu sebab penanganan yang tidak optimal,” kata Anis. Dosen Departemen Ilmu Komunikasi, FISIP Universitas Atma Jaya Yogyakarta Dina Listiorini, mengatakan stroke dan penyakit jantung menjadi salah satu penyebab kematian utama. “Tapi hal ini disebabkan persebaran dokter spesialis juga tidak merata sebagaimana persebaran dokter lainnya,” kata Dina. KPU RI telah menetapkan tiga pasangan capres-cawapres peserta Pilpres 2024 yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md nomor urut 3. Selepas debat pertama Pilpres 2024 pada 12 Desember 2023, debat kedua 22 Desember 2023, debat ketiga 7 Januari 2024, dan debat keempat pada 21 Januari 2024, KPU menggelar debat kelima di Balai Sidang Jakarta. Debat pamungkas Pilpres 2024 sekaligus menjadi debat ketiga yang mempertemukan para capres dan KPU menyelenggarakannya dengan tema meliputi pendidikan, kesehatan, ketenagakerjaan, kebudayaan, teknologi informasi, serta kesejahteraan sosial dan inklusi. Artikel ini adalah hasil kolaborasi Aliansi Jurnalis Independen, Asosiasi Media Siber Indonesia, Masyarakat Anti-Fitnah Indonesia, Cekfakta.com bersama 18 media di Indonesia.*"
Anies Berkata “Oksigen dan Hidrogen Nanti Dalam 1 Tahun Jadi Mangkok”,"Hasil Periksa Fakta Dyah FebriyaniVideo tersebut adalah potongan-potongan dari dua video yang berbeda, yang kemudian digabung menjadi satu video. Faktanya, pada video itu Anies berkata jika oksigen dan hidrogen bersenyawa jadi Air, bukan mangkok.[KATEGORI]Konten yang Dimanipulasi Baswedan vs Erick Thohir part 3Anies Berkata “Oksigen dan Hidrogen Nanti Dalam 1 Tahun Jadi Mangkok”Sebuah akun TikTok mengunggah sebuah video yang menampilkan Anies Baswedan dan Erick Thohir seolah-olah sedang berbincang dalam satu tempat. Ditampilkan pada video, jika perbincangan mereka membahas tentang senyawa. Narasi dalam video itu seperti berikut:Anies : “Oksigen sama Hidrogen bersenyawa bikin apa?” Anies bertanya.Erick: “pupuk” jawab ErickAnies: “Terbukti tidak ?”Erick: ” yes”Anies: “No no no”Erick: “kenapa?”Anies: “Oksigen sama Hidrogen nanti dalam satu tahun jadi mangkok.”Setelah dilakukan penelusuran, ternyata video tersebut adalah hasil manipulasi. Diketahui bahwa kedua video asli Anies dan Erick adalah video YouTube Deddy Corbuzier, pada program Close the Door. Video Anies Baswedan, diunggah pada 24 November 2021 dengan judul video “BRO, BANJIR GIMANA!? BUZZER GIMANA!? ANIES BASWEDAN MENJAWAB – Deddy Corbuzier Podcast.” Sedangkan video Erick Thohir diunggah pada 1 Juni 2021 dengan judul video ” BRO MENTERI BISA JAWAB SAYA!? INI SAIK BGT !! – ERICK THOHIR – Deddy Corbuzier Podcast.”Cuplikan video Anies berkata “Oksigen dan Hidrogen bersenyawa” terjadi pada menit 7:47- 7:53.  Anies berkata jika oksigen dan hidrogen bersenyawa jadi Air. Sedangkan Anies mengucapkan kata “mangkok” terjadi pada menit 18:41-18:50. Saat itu Anies bicara tentang sumur resapan di ITC Fatmawati yang bentuknya seperti mangkok sehingga disinyalir menjadi penyebab banjir.Dengan demikian video TikTok yang menampilkan Anies berkata Oksigen dan hidrogen bersenyawa jadi mangkok adalah salah. Video tersebut dicuplik dari dua video yang berbeda kemudian dijadikan satu. Unggahan tersebut termasuk dalam kategori konten yang dimanipulasi."
Beredar Unggahan Prabowo Berikan Setiap Pemilihnya Uang 20 Juta,"Hasil periksa fakta Vendra PanjiTidak benar bahwa Prabowo Subianto memberikan uang jutaan rupiah kepada siapa saja yang memilihnya, akun yang mengatasnamakan Prabowo tersebut dapat diindikasi sebagai akun penipuan. Tiktok   “Khusus Yg Dukung Saya Prabowo Subianto Menjadi Presiden Ri Bp Kirim Hadiah Uang Rp20jt” Ditemukan sebuah akun Tiktok yang mengatasnamakan Prabowo Subianto mengunggah video yang berisi narasi bahwa ia akan memberikan hadiah uang sebesar 20 juta rupiah bagi mereka yang mendukungnya menjadi Presiden RI.Sebelumnya di turnbackhoax.com juga sudah sering membahas isu serupa mengenai akun bodong yang mengaku sebagai Prabowo Subianto sedang mengadakan giveaway uang tunai.Untuk mengonfirmasi kebenaran dari kabar tersebut apabila kita cek langsung ke sosial media resmi milik Prabowo Subianto, Instagram dan Facebook, tidak ditemukan postingan yang membenarkan hal ini.Sebagai tambahan, foto yang digunakan pada video tersebut merupakan foto Prabowo bersama influencer, Fujian. Foto tersebut diambil dari acara pertemuan artis dan influencer dalam undangan makan siang bersama Menteri Pertahanan Prabowo Subianto di kantornya pada Rabu, 29 November 2023.  : Prabowo Subianto Menjanjikan Uang Kepada Pendukungnya[SALAH] Prabowo Subianto Bagi Uang 15 Juta"
Pangkalan Bus Budiman Dibakar Orang karena Mendukung Anies Baswedan,"Beredar sebuah video di pesan berantai WhatsApp yang menampilkan insiden kebakaran pangkalan bus Budiman di Tasikmalaya.  Video tersebut disebarkan dengan klaim pangkalan bus tersebut dibakar orang karena mendukung pasangan calon (paslon) presiden dan wakil presiden nomor urut 01 Anies Baswedan-Muhaimin Iskandar.Faktanya video tersebut bukan terkait Pemilihan Umum (Pemilu) 2024. Dilansir dari kompas.com, pangkalan bus Budiman di Tasikmalaya terbakar pada 28 Januari 2023 akibat adanya korsleting listrik. Tresno, salah seorang pegawai di lokasi kejadian menuturkan, bus tersebut sedang dalam kondisi terparkir dengan mesin tidak menyala. Tiba-tiba di dalam bus terlihat kepulan asap hingga akhirnya api menyala. Kejadian tersebut tidak ada kaitanya dengan Pemilu 2024."
Anies Baswedan Mendapat Karma atas Perilakunya,"Hasil periksa fakta ‘Ainayya Al Fatikhah.Unggahan video yang mengklaim bahwa Anies Baswedan mendapatkan karma atas perilakunya selama ini merupakan konten yang dimanipulasi. Faktanya, judul dan thumbnail tersebut berbeda dengan isi dan narasi dalam video (YouTube) “AZAB NYATA !! INI KARMA UNTUK ANIES ATAS PERILAKUNYA SELAMA INI ??”Kanal YouTube PILIHAN RAKYAT ( pada 15 Oktober 2023 mengunggah video yang mengklaim bahwa Anies Baswedan mendapatkan karma atas perilakunya selama ini. Selain itu, dalam thumbnail juga tertulis bahwa ganjaran untuk Anies akhirnya dibayar tunai.Setelah menonton keseluruhan video, faktanya tidak ditemukan adanya informasi mengenai karma yang diterima oleh Anies seperti yang tertulis pada judul unggahan. Narator dalam video nyatanya juga hanya membaca ulang artikel opini yang ditulis oleh Daeng yang kemudian diunggah di laman Seword.com.Artikel dengan judul “Nasdem Benar-Benar Kena Sial Karena Angkat Anies? Walikota Makassar Keluar dari Nasdem” tersebut telah diunggah pada 3 Juli 2023. Dalam artikel, Daeng menulis tanggapannya mengenai pencalonan Anies Baswedan sebagai Capres 2024 yang diusung oleh Partai Nasdem.Seword.comLebih lanjut, Daeng menulis bahwa Partai Nasdem telah terkena sial karena mendukung Anies menjadi Capres 2024. Daeng juga menyebutkan bahwa Partai Nasdem adalah partai yang tidak beres karena mengangkat Anies sebagai calon presiden, padahal Anies sendiri bukanlah kader Nasdem.Dengan demikian, informasi yang disebarluaskan oleh kanal YouTube PILIHAN RAKYAT merupakan informasi yang salah.Sebagai informasi tambahan, seword.com merupakan situs artikel bagi masyarakat luas yang ingin menulis opini-opini mereka, di mana opini sendiri bukanlah sebuah fakta. Namun jika di kemudian hari dapat dibuktikan kebenarannya, maka opini tersebut dapat berubah menjadi sebuah kenyataan atau fakta. “Dilaporkan ke Polisi karena “Hate Speech”, Pendiri Seword.com Anggap Salah Alamat”"
Demo Mahasiswa dan Warga Bandung di Gedung Sate Tuntut Presiden Jokowi Turun,"Beredar sebuah video di aplikasi perpesanan WhatsApp yang mengeklaim mahasiswa dan warga di wilayah Bandung, Jawa Barat melakukan demonstrasi menuntut Presiden Joko Widodo (Jokowi) turun dari jabatannya di Gedung Sate.Faktanya, klaim pada unggahan video tersebut adalah tidak benar. Dilansir dariturnbackhoax.id, video tersebut merupakan rekaman demonstrasi buruh di Gedung Negara Grahadi yang terletak di Kota Surabaya, Jawa Timur. Demonstrasi buruh itu dilakukan guna menuntut kenaikan Upah Minimum Kota/Kabupaten (UMK) dan mendesak Gubernur Jawa Timur Khofifah Indar Parawansa, menjalankan Putusan Mahkamah Konstitusi (MK) Nomor 91/PUU-XVIII/2020. Aksi demonstrasi ini diikuti oleh massa dari berbagai daerah di Jawa Timur pada 30 November 2021."
Golkar Resmi Dukung Anies di Pilpres 2024,"Hasil periksa fakta Vendra PanjiPotongan video yang dimunculkan merupakan potongan video pidato Airlangga dalam acara Munaslub Partai Golkar tahun 2017 silam. Isi video juga tidak menjelaskan tentang benar tidaknya Partai Golkar yang mendukung Anies Baswedan dalam Pilpres 2024 Youtube   “Menakjubkan !! Akhirnya partai Golkar resmi dukung Anies duet cak Imin di pilpres 2024” Sebuah video Youtube yang diunggah 3 Desember 2023 lalu membagikan video yang berisikan klaim jika Partai Golkar berbalik arah untuk mendukung pasangan Anies dan Cak Imin sebagai calon presiden 2024.Video tersebut diawali dengan potongan video pidato seorang politisi Golkar yang setelah ditelusuri ternyata sumber asli video tersebut berasal dari potongan pidato Airlangga Hartarto yang ia sampaikan dalam pidato penutupan Musyawarah Nasional Luar Biasa (Munaslub) Partai Golkar yang digelar di Jakarta Convention Centre pada tahun 2017 lalu. Jadi video tersebut bukan merupakan video deklarasi Partai Golkar untuk berpindah haluan mendukung paslon nomor urut 1.Kemudian untuk isi pembahasannya juga tidak menyertakan bukti jika Golkar mendukung Anies Baswedan. Narator hanya menjelaskan tentang siapa saja politisi yang mendukung Anies Baswedan.Partai Golkar sendiri diketahui mendukung Prabowo-Gibran di Pilpres 2024. Hal ini juga terlihat ketika Ketua Umum Partai Golkar Airlangga Hartarto mengajak para kader Partai Golkar yang berkumpul di Sukoharjo untuk melakukan yel-yel “Gibran-Golkar’”. Hal itu terjadi saat Airlangga hadir dalam konsolidasi Golkar se-Jawa tengah yang digelar di Hotel Mercure, Solo Baru, Sukoharjo, 5 Desember 2023 lalu.  :"
Video Dukungan Prabowo Kepada Anies Pilpres 2024,"Hasil Periksa Fakta LuthfiyahVideo yang diklaim Prabowo mendukung Anies pada Pilpres 2024 tidak benar. Video tersebut merupakan video dukungan Prabowo Subianto kepada Anies pada Pilkada DKI Jakarta bukan pada Pilpres 2024.Selengkapnya pada bagian penjelasan.  “MENGEJUTKAN PRABOWO dukung ANIS, PRESIDEN RI 2024”“Pak Prabowo akhirnya sadar,Demi NKRI” Akun Tik Tok subyan4800480184417 memposting video berdurasi 1 menit dan di dalamnya terdapat nasi bahwa Prabowo mendukung Anies untuk menjadi Presiden Republik Indonesia di tahun 2024. Video tersebut merupakan video Prabowo yang sedang berpidato dan menyampaikan akan memenangkan Anies.Setelah ditelusuri ditemukan video yang identik dengan postingan Tik Tok pada kanal Youtube KOMPAS TV “Prabowo Minta Kader Gerindra Dukung Anies-Sandi” yang diunggah pada 8 Januari 2017. Video pada Tik Tok sama dengan video di YouTube pada detik ke 31 pada video YouTube. Jika disimak dalam video tersebut Prabowo menyatakan dukungannya kepada Anies pada Pilkada DKI Jakarta bukan pada pilpres 2024. Video tersebut merupakan video saat rapat akbar yang digelar di JIExpo Kemayoran.Dengan demikian video yang diklaim Prabowo mendukung Anies pada Pilpres 2024 tidak benar. Video tersebut merupakan video dukungan Prabowo Subianto kepada Anies pada Pilkada DKI Jakarta bukan pada Pilpres 2024, sehingga hal tersebut masuk dalam kategori konten yang menyesatkan.REFERENSI:"
